competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Christian MILLER,100-metres,male,USA,10.02,No,3.4451332e-05,Yes,No,No,Yes
Bayanda WALAZA,100-metres,male,RSA,10.02,No,3.4451332e-05,Yes,No,No,Unknown
Kimarlie STEWART,100-metres,male,JAM,10.02,No,3.4451332e-05,Yes,No,No,Unknown
Benjamin AZAMATI,100-metres,male,GHA,10.02,No,3.4451332e-05,Yes,No,No,No
Jelani WATKINS,100-metres,male,USA,10.02,No,3.4451332e-05,Yes,No,No,Unknown
Christian MILLER,100-metres,male,USA,10.02,No,3.4451332e-05,Yes,No,No,Yes
Bayanda WALAZA,100-metres,male,RSA,10.02,No,3.4451332e-05,Yes,No,No,Unknown
Eliezer ADJIBI,100-metres,male,CAN,10.02,No,3.4451332e-05,Yes,No,No,Yes
Gift LEOTLELA,100-metres,male,RSA,10.02,No,3.4451332e-05,Yes,No,No,No
Zharnel HUGHES,100-metres,male,GBR,10.02,No,3.4451332e-05,Yes,No,No,No
Gift LEOTLELA,100-metres,male,RSA,10.02,No,3.4451332e-05,Yes,No,No,No
Benjamin AZAMATI,100-metres,male,GHA,10.02,No,3.4451332e-05,Yes,No,No,No
Noah LYLES,100-metres,male,USA,10.02,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.02,No,3.4451332e-05,Yes,No,No,No
Akani SIMBINE,100-metres,male,RSA,10.02,No,3.4451332e-05,Yes,No,No,No
Jelani WATKINS,100-metres,male,USA,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Lachlan KENNEDY,100-metres,male,AUS,10.03,No,3.4451332e-05,Yes,No,No,Yes
Jeremiah AZU,100-metres,male,GBR,10.03,No,3.4451332e-05,Yes,No,No,Yes
Ferdinand OMANYALA,100-metres,male,KEN,10.03,No,3.4451332e-05,Yes,No,No,No
Trayvon BROMELL,100-metres,male,USA,10.03,No,3.4451332e-05,Yes,No,No,No
Marcellus MOORE,100-metres,male,USA,10.03,No,3.4451332e-05,Yes,No,No,Yes
Israel OKON,100-metres,male,NGR,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Denzel SIMUSIALELA,100-metres,male,ZIM,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Ackeem BLAKE,100-metres,male,JAM,10.03,No,3.4451332e-05,Yes,No,No,No
Mamadou Fall SARR,100-metres,male,SEN,10.03,No,3.4451332e-05,Yes,No,Yes,Yes
Reynaldo R. ESPINOSA,100-metres,male,CUB,10.03,No,3.4451332e-05,Yes,No,No,Yes
Tsebo MATSOSO,100-metres,male,RSA,10.03,No,3.4451332e-05,Yes,No,No,Yes
T'Mars MCCALLUM,100-metres,male,USA,10.03,No,3.4451332e-05,Yes,No,No,Yes
Bayanda WALAZA,100-metres,male,RSA,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Max THOMAS,100-metres,male,USA,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Letsile TEBOGO,100-metres,male,BOT,10.03,No,3.4451332e-05,Yes,No,No,No
Ibrahim FUSEINI,100-metres,male,GHA,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Eloy BENITEZ,100-metres,male,PUR,10.03,No,3.4451332e-05,Yes,No,Yes,Unknown
Jerome BLAKE,100-metres,male,CAN,10.03,No,3.4451332e-05,Yes,No,No,No
Zharnel HUGHES,100-metres,male,GBR,10.03,No,3.4451332e-05,Yes,No,No,No
Israel OKON,100-metres,male,NGR,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.03,No,3.4451332e-05,Yes,No,No,Unknown
Trayvon BROMELL,100-metres,male,USA,10.04,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.04,No,3.4451332e-05,Yes,No,No,No
Elliot JONES,100-metres,male,GBR,10.04,No,3.4451332e-05,Yes,No,No,Yes
Emmanuel ESEME,100-metres,male,CMR,10.04,No,3.4451332e-05,Yes,No,No,No
Romell GLAVE,100-metres,male,GBR,10.04,No,3.4451332e-05,Yes,No,No,No
Konstantin KRYLOV,100-metres,male,RUS,10.04,No,3.4451332e-05,Yes,No,Yes,Yes
Israel OKON,100-metres,male,NGR,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Akani SIMBINE,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,No
Israel OKON,100-metres,male,NGR,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Carlos BROWN JR.,100-metres,male,BAH,10.04,No,3.4451332e-05,Yes,No,No,Unknown
T'Mars MCCALLUM,100-metres,male,USA,10.04,No,3.4451332e-05,Yes,No,No,Yes
Eloy BENITEZ,100-metres,male,PUR,10.04,No,3.4451332e-05,Yes,No,Yes,Unknown
Ronal LONGA,100-metres,male,COL,10.04,No,3.4451332e-05,Yes,No,No,No
Ronal LONGA,100-metres,male,COL,10.04,No,3.4451332e-05,Yes,No,No,No
T'Mars MCCALLUM,100-metres,male,USA,10.04,No,3.4451332e-05,Yes,No,No,Yes
Malachi SNOW,100-metres,male,USA,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Brandon HICKLIN,100-metres,male,USA,10.04,No,3.4451332e-05,Yes,No,No,Yes
Gift LEOTLELA,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,No
Rohan WATSON,100-metres,male,JAM,10.04,No,3.4451332e-05,Yes,No,No,No
Mamadou Fall SARR,100-metres,male,SEN,10.04,No,3.4451332e-05,Yes,No,Yes,Yes
Bayanda WALAZA,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.04,No,3.4451332e-05,Yes,No,No,Unknown
Maurice GLEATON,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Unknown
Benjamin AZAMATI,100-metres,male,GHA,10.05,No,3.4451332e-05,Yes,No,No,No
Courtney LINDSEY,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,No
Akani SIMBINE,100-metres,male,RSA,10.05,No,3.4451332e-05,Yes,No,No,No
Jerome BLAKE,100-metres,male,CAN,10.05,No,3.4451332e-05,Yes,No,No,No
Jeremiah AZU,100-metres,male,GBR,10.05,No,3.4451332e-05,Yes,No,No,No
Aaron BROWN,100-metres,male,CAN,10.05,No,3.4451332e-05,Yes,No,No,No
Sam BLASKOWSKI,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Yes
Ferdinand OMANYALA,100-metres,male,KEN,10.05,No,3.4451332e-05,Yes,No,No,No
Maurice GLEATON,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Unknown
Ronnie BAKER,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,No
Rohan BROWNING,100-metres,male,AUS,10.05,No,3.4451332e-05,Yes,No,No,No
Bryan LEVELL,100-metres,male,JAM,10.05,No,3.4451332e-05,Yes,No,No,Yes
Illas GARCIA,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Yes
Benjamin RICHARDSON,100-metres,male,RSA,10.05,No,3.4451332e-05,Yes,No,No,Yes
Cameron WATTS,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Unknown
Davonte HOWELL,100-metres,male,CAY,10.05,No,3.4451332e-05,Yes,No,No,Yes
Jaiden REID,100-metres,male,CAY,10.05,No,3.4451332e-05,Yes,No,No,Yes
Tristyn FLORES,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,Unknown
Zharnel HUGHES,100-metres,male,GBR,10.05,No,3.4451332e-05,Yes,No,No,No
Emmanuel ESEME,100-metres,male,CMR,10.05,No,3.4451332e-05,Yes,No,No,No
Davonte HOWELL,100-metres,male,CAY,10.05,No,3.4451332e-05,Yes,No,No,Yes
Yannick WOLF,100-metres,male,GER,10.05,No,3.4451332e-05,Yes,No,No,Yes
Jerome BLAKE,100-metres,male,CAN,10.05,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.05,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.05,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.05,No,3.4451332e-05,Yes,No,No,No
Noah LYLES,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,No
Courtney LINDSEY,100-metres,male,USA,10.05,No,3.4451332e-05,Yes,No,No,No
Elijah HALL,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,No
Abdul-Rasheed SAMINU,100-metres,male,GHA,10.06,No,3.4451332e-05,Yes,No,No,No
Hiroki YANAGITA,100-metres,male,JPN,10.06,No,3.4451332e-05,Yes,No,No,No
Barnabas AGGERH,100-metres,male,GHA,10.06,No,3.4451332e-05,Yes,No,No,Yes
Fred KERLEY,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,No
Bayanda WALAZA,100-metres,male,RSA,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Abdurahman KARRIEM,100-metres,male,RSA,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Benjamin RICHARDSON,100-metres,male,RSA,10.06,No,3.4451332e-05,Yes,No,No,Yes
Bouwahjgie NKRUMIE,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,No
Ryiem FORDE,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,No
Christian COLEMAN,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,No
Deron DUDLEY,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,Yes
Israel OKON,100-metres,male,NGR,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Jerome BLAKE,100-metres,male,CAN,10.06,No,3.4451332e-05,Yes,No,No,No
Felipe BARDI,100-metres,male,BRA,10.06,No,3.4451332e-05,Yes,No,No,No
Adekalu Nicholas FAKOREDE,100-metres,male,NGR,10.06,No,3.4451332e-05,Yes,No,No,Yes
Israel OKON,100-metres,male,NGR,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Courtney LINDSEY,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,No
Franquelo PEREZ,100-metres,male,DOM,10.06,No,3.4451332e-05,Yes,No,No,Yes
Xinrui DENG,100-metres,male,CHN,10.06,No,3.4451332e-05,Yes,No,No,Yes
Odaine MCPHERSON,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,Yes
Eloy BENITEZ,100-metres,male,PUR,10.06,No,3.4451332e-05,Yes,No,Yes,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Israel OKON,100-metres,male,NGR,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Israel OKON,100-metres,male,NGR,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Gary CARD,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Kalen WALKER,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,Yes
Christian COLEMAN,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,No
Gary CARD,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,Unknown
Ackeem BLAKE,100-metres,male,JAM,10.06,No,3.4451332e-05,Yes,No,No,No
Jordan ANTHONY,100-metres,male,USA,10.06,No,3.4451332e-05,Yes,No,No,Yes
Zharnel HUGHES,100-metres,male,GBR,10.06,No,3.4451332e-05,Yes,No,No,No
Fred KERLEY,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Marcellus MOORE,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,Yes
Kenneth BEDNAREK,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Abdurahman KARRIEM,100-metres,male,RSA,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Kyree KING,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Brandon HICKLIN,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,Yes
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Pjai AUSTIN,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Benjamin AZAMATI,100-metres,male,GHA,10.07,No,3.4451332e-05,Yes,No,No,No
Emmanuel ESEME,100-metres,male,CMR,10.07,No,3.4451332e-05,Yes,No,No,No
Omari LEWIS,100-metres,male,TTO,10.07,No,3.4451332e-05,Yes,No,No,Yes
Jelani WATKINS,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Jehlani GORDON,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,Yes
Ferdinand OMANYALA,100-metres,male,KEN,10.07,No,3.4451332e-05,Yes,No,No,No
Delvis SANTOS,100-metres,male,POR,10.07,No,3.4451332e-05,Yes,No,No,Yes
Sandrey DAVISON,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,Yes
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Jordan ANTHONY,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,Yes
Usheoritse ITSEKIRI,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,No
Eugene AMO-DADZIE,100-metres,male,GBR,10.07,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,No
Odaine MCPHERSON,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,Yes
Lachlan KENNEDY,100-metres,male,AUS,10.07,No,3.4451332e-05,Yes,No,No,Yes
Fred KERLEY,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Davonte HOWELL,100-metres,male,CAY,10.07,No,3.4451332e-05,Yes,No,No,Yes
Bryan LEVELL,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,Yes
Letsile TEBOGO,100-metres,male,BOT,10.07,No,3.4451332e-05,Yes,No,No,No
Abdurahman KARRIEM,100-metres,male,RSA,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Yoshihide KIRYU,100-metres,male,JPN,10.07,No,3.4451332e-05,Yes,No,No,No
Rohan BROWNING,100-metres,male,AUS,10.07,No,3.4451332e-05,Yes,No,No,No
Ronnie BAKER,100-metres,male,USA,10.07,No,3.4451332e-05,Yes,No,No,No
Ryiem FORDE,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,No
Shaun MASWANGANYI,100-metres,male,RSA,10.07,No,3.4451332e-05,Yes,No,No,No
Sandrey DAVISON,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,Yes
Ronal LONGA,100-metres,male,COL,10.07,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.07,No,3.4451332e-05,Yes,No,No,No
Letsile TEBOGO,100-metres,male,BOT,10.07,No,3.4451332e-05,Yes,No,No,No
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Israel OKON,100-metres,male,NGR,10.07,No,3.4451332e-05,Yes,No,No,Unknown
Christian MILLER,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,No
Favour Oghene Tejiri ASHE,100-metres,male,NGR,10.08,No,3.4451332e-05,Yes,No,No,No
Romell GLAVE,100-metres,male,GBR,10.08,No,3.4451332e-05,Yes,No,No,No
Nigel GREEN,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,Unknown
Neo MOSEBI,100-metres,male,RSA,10.08,No,3.4451332e-05,Yes,No,No,Yes
Ferdinand OMANYALA,100-metres,male,KEN,10.08,No,3.4451332e-05,Yes,No,No,No
Ryota YAMAGATA,100-metres,male,JPN,10.08,No,3.4451332e-05,Yes,No,No,No
Yuki KOIKE,100-metres,male,JPN,10.08,No,3.4451332e-05,Yes,No,No,No
Odaine MCPHERSON,100-metres,male,JAM,10.08,No,3.4451332e-05,Yes,No,No,Yes
Sandrey DAVISON,100-metres,male,JAM,10.08,No,3.4451332e-05,Yes,No,No,Yes
Reynaldo R. ESPINOSA,100-metres,male,CUB,10.08,No,3.4451332e-05,Yes,No,No,Yes
Joseph Paul AMOAH,100-metres,male,GHA,10.08,No,3.4451332e-05,Yes,No,No,No
Jaleel CROAL,100-metres,male,IVB,10.08,No,3.4451332e-05,Yes,No,Yes,Unknown
Jordan ANTHONY,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,Yes
Christian MILLER,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,No
Jaiden REID,100-metres,male,CAY,10.08,No,3.4451332e-05,Yes,No,No,Yes
Neo MOSEBI,100-metres,male,RSA,10.08,No,3.4451332e-05,Yes,No,No,Yes
Sam BLASKOWSKI,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,Yes
Casey HOOD,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,Unknown
Benjamin RICHARDSON,100-metres,male,RSA,10.08,No,3.4451332e-05,Yes,No,No,No
Kendal WILLIAMS,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,No
Oblique SEVILLE,100-metres,male,JAM,10.08,No,3.4451332e-05,Yes,No,No,No
Israel OLATUNDE,100-metres,male,IRL,10.08,No,3.4451332e-05,Yes,No,Yes,Yes
Letsile TEBOGO,100-metres,male,BOT,10.08,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.08,No,3.4451332e-05,Yes,No,No,No
Tsebo MATSOSO,100-metres,male,RSA,10.08,No,3.4451332e-05,Yes,No,No,Yes
Zharnel HUGHES,100-metres,male,GBR,10.08,No,3.4451332e-05,Yes,No,No,No
Christian COLEMAN,100-metres,male,USA,10.08,No,3.4451332e-05,Yes,No,No,No
Yoshihide KIRYU,100-metres,male,JPN,10.08,No,3.4451332e-05,Yes,No,No,No
Ackeem BLAKE,100-metres,male,JAM,10.08,No,3.4451332e-05,Yes,No,No,No
Jeremiah AZU,100-metres,male,GBR,10.08,No,3.4451332e-05,Yes,No,No,No
Louie HINCHLIFFE,100-metres,male,GBR,10.08,No,3.4451332e-05,Yes,No,No,Yes
Terrence JONES,100-metres,male,BAH,10.08,No,3.4451332e-05,Yes,No,No,No
Ferdinand OMANYALA,100-metres,male,KEN,10.08,No,3.4451332e-05,Yes,No,No,No
Abdul-Rasheed SAMINU,100-metres,male,GHA,10.08,No,3.4451332e-05,Yes,No,No,No
Alexander OGANDO,100-metres,male,DOM,10.09,No,3.4451332e-05,Yes,No,No,No
Blessing Akwasi AFRIFAH,100-metres,male,ISR,10.09,No,3.4451332e-05,Yes,No,Yes,Yes
Abdurahman KARRIEM,100-metres,male,RSA,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Odaine MCPHERSON,100-metres,male,JAM,10.09,No,3.4451332e-05,Yes,No,No,Yes
Mustapha Alufar BOKPIN,100-metres,male,GHA,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Kayinsola AJAYI,100-metres,male,NGR,10.09,No,3.4451332e-05,Yes,No,No,Yes
Romell GLAVE,100-metres,male,GBR,10.09,No,3.4451332e-05,Yes,No,No,No
Andre DE GRASSE,100-metres,male,CAN,10.09,No,3.4451332e-05,Yes,No,No,No
Max THOMAS,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Xavi MO-AJOK,100-metres,male,NED,10.09,No,3.4451332e-05,Yes,No,No,Yes
Retshidisitswe MLENGA,100-metres,male,RSA,10.09,No,3.4451332e-05,Yes,No,No,Yes
Ackeem BLAKE,100-metres,male,JAM,10.09,No,3.4451332e-05,Yes,No,No,No
Chance CROSS,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Emmanuel ESEME,100-metres,male,CMR,10.09,No,3.4451332e-05,Yes,No,No,No
Zharnel HUGHES,100-metres,male,GBR,10.09,No,3.4451332e-05,Yes,No,No,No
Elvis AFRIFA,100-metres,male,NED,10.09,No,3.4451332e-05,Yes,No,No,Yes
Udodi Chudi ONWUZURIKE,100-metres,male,NGR,10.09,No,3.4451332e-05,Yes,No,No,No
Yuki KOIKE,100-metres,male,JPN,10.09,No,3.4451332e-05,Yes,No,No,No
Ferdinand OMANYALA,100-metres,male,KEN,10.09,No,3.4451332e-05,Yes,No,No,No
Abdul-Rasheed SAMINU,100-metres,male,GHA,10.09,No,3.4451332e-05,Yes,No,No,No
Ali AL BALUSHI,100-metres,male,OMA,10.09,No,3.4451332e-05,Yes,No,No,Yes
Ade ADEWALE,100-metres,male,GBR,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Brandon HICKLIN,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,Yes
Benjamin RICHARDSON,100-metres,male,RSA,10.09,No,3.4451332e-05,Yes,No,No,No
L.O. JOHNSON,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,No
Hiroki YANAGITA,100-metres,male,JPN,10.09,No,3.4451332e-05,Yes,No,No,No
Sam BLASKOWSKI,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,Yes
Ferdinand OMANYALA,100-metres,male,KEN,10.09,No,3.4451332e-05,Yes,No,No,No
Carlos FLOREZ ANGULO,100-metres,male,COL,10.09,No,3.4451332e-05,Yes,No,No,Yes
Joshua AZZOPARDI,100-metres,male,AUS,10.09,No,3.4451332e-05,Yes,No,No,Yes
Mamadou Fall SARR,100-metres,male,SEN,10.09,No,3.4451332e-05,Yes,No,Yes,Yes
Ryiem FORDE,100-metres,male,JAM,10.09,No,3.4451332e-05,Yes,No,No,No
Kayinsola AJAYI,100-metres,male,NGR,10.09,No,3.4451332e-05,Yes,No,No,Yes
Bouwahjgie NKRUMIE,100-metres,male,JAM,10.09,No,3.4451332e-05,Yes,No,No,No
Jaleel CROAL,100-metres,male,IVB,10.09,No,3.4451332e-05,Yes,No,No,Unknown
Ferdinand OMANYALA,100-metres,male,KEN,10.09,No,3.4451332e-05,Yes,No,No,No
Bradley NKOANA,100-metres,male,RSA,10.09,No,3.4451332e-05,Yes,No,No,Yes
Jerome BLAKE,100-metres,male,CAN,10.09,No,3.4451332e-05,Yes,No,No,No
Javonte' HARDING,100-metres,male,USA,10.09,No,3.4451332e-05,Yes,No,No,No
Ferdinand OMANYALA,100-metres,male,KEN,10.09,No,3.4451332e-05,Yes,No,No,No
T'Mars MCCALLUM,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Yes
Tristyn FLORES,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Emmanuel ESEME,100-metres,male,CMR,10.1,No,3.4451332e-05,Yes,No,No,No
Reynier MENA,100-metres,male,CUB,10.1,No,3.4451332e-05,Yes,No,No,No
Maurice GLEATON,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Terrence JONES,100-metres,male,BAH,10.1,No,3.4451332e-05,Yes,No,No,No
Jeremiah AZU,100-metres,male,GBR,10.1,No,3.4451332e-05,Yes,No,No,No
Gift LEOTLELA,100-metres,male,RSA,10.1,No,3.4451332e-05,Yes,No,No,No
Rohan BROWNING,100-metres,male,AUS,10.1,No,3.4451332e-05,Yes,No,No,No
Jeff ERIUS,100-metres,male,FRA,10.1,No,3.4451332e-05,Yes,No,No,Yes
Tate TAYLOR,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Maurice GLEATON,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Gift LEOTLELA,100-metres,male,RSA,10.1,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.1,No,3.4451332e-05,Yes,No,No,No
Edward OSEI-NKETIA,100-metres,male,NZL,10.1,No,3.4451332e-05,Yes,No,No,No
Max THOMAS,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Jelani WATKINS,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Benjamin AZAMATI,100-metres,male,GHA,10.1,No,3.4451332e-05,Yes,No,No,No
Brandon CARNES,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,No
Daveyon BLACKNELL,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Yes
Tate TAYLOR,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Ronal LONGA,100-metres,male,COL,10.1,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.1,No,3.4451332e-05,Yes,No,No,No
Taymir BURNET,100-metres,male,NED,10.1,No,3.4451332e-05,Yes,No,No,Yes
Davonte HOWELL,100-metres,male,CAY,10.1,No,3.4451332e-05,Yes,No,No,Yes
Jeremiah AZU,100-metres,male,GBR,10.1,No,3.4451332e-05,Yes,No,No,No
Tiaan WHELPTON,100-metres,male,NZL,10.1,No,3.4451332e-05,Yes,No,No,Yes
Alexander OGANDO,100-metres,male,DOM,10.1,No,3.4451332e-05,Yes,No,No,No
Ryan ZEZE,100-metres,male,FRA,10.1,No,3.4451332e-05,Yes,No,No,Yes
Brody BUFFINGTON,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Akani SIMBINE,100-metres,male,RSA,10.1,No,3.4451332e-05,Yes,No,No,No
Seye OGUNLEWE,100-metres,male,NGR,10.1,No,3.4451332e-05,Yes,No,No,No
Kadrian GOLDSON,100-metres,male,JAM,10.1,No,3.4451332e-05,Yes,No,No,No
Arnaldo Lazael ROMERO CRESPO,100-metres,male,CUB,10.1,No,3.4451332e-05,Yes,No,No,Yes
Mamadou Fall SARR,100-metres,male,SEN,10.1,No,3.4451332e-05,Yes,No,Yes,Yes
Dapriest HOGANS,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Yes
Elvis AFRIFA,100-metres,male,NED,10.1,No,3.4451332e-05,Yes,No,No,Yes
Oliwer WDOWIK,100-metres,male,POL,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Tate TAYLOR,100-metres,male,USA,10.1,No,3.4451332e-05,Yes,No,No,Unknown
Bayanda WALAZA,100-metres,male,RSA,10.11,No,3.4451332e-05,Yes,No,No,Unknown
Maurice GLEATON,100-metres,male,USA,10.11,No,3.4451332e-05,Yes,No,No,Unknown
Jerome BLAKE,100-metres,male,CAN,10.11,No,3.4451332e-05,Yes,No,No,No
Jamarion STUBBS,100-metres,male,USA,10.11,No,3.4451332e-05,Yes,No,No,Unknown
Abdurahman KARRIEM,100-metres,male,RSA,10.11,No,3.4451332e-05,Yes,No,No,Unknown
Abdul-Rasheed SAMINU,100-metres,male,GHA,10.11,No,3.4451332e-05,Yes,No,No,No
Bradley NKOANA,100-metres,male,RSA,10.11,No,3.4451332e-05,Yes,No,No,Yes
Favour Oghene Tejiri ASHE,100-metres,male,NGR,10.11,No,3.4451332e-05,Yes,No,No,No
Gift LEOTLELA,100-metres,male,RSA,10.11,No,3.4451332e-05,Yes,No,No,No
Maurice GLEATON,100-metres,male,USA,10.11,No,3.4451332e-05,Yes,No,No,Unknown
Henrik LARSSON,100-metres,male,SWE,10.11,No,3.4451332e-05,Yes,No,Yes,Yes
